Id,Zeitstempel,MaschinenID,MachineLabel,OrderID,ConfirmationID,MaterialID,Tools,Component,ProgramName,LineNumber,BlockNr,Block,ProgramStatus,OperationMode,cmdSpeed,actSpeed,Override,feedRateOverride,Pos_AX_mm,Pos_AY_mm,Pos_AZ_mm,Pos_ax5,Pos_ax8,Current_AX,Current_AY,Current_AZ,Current_ax5,Current_ax8,Temp_AX,Temp_AY,Temp_AZ,Temp_ax5,Temp_ax8,Torque_AX,Torque_AY,Torque_AZ,Torque_ax5,Torque_ax8,reserve_1,reserve_2,reserve_3,reserve_4,reserve_5,Update_am,Update_durch,Spannung,Strom,WirkLeistung,Arbeit
96,2025-08-04 10:49:15.287,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_FREI_SPF,13,NULL,NULL,NULL,NULL,0,0,100,1,"100,1","195,1","289,508",0,NULL,"0,060242","0,290186","-0,291211","0,034625","0,016602","22,9999","23,2899","25,4017","21,0082","23,4","0,013","0,072","-0,065","0,018","0,007",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,2025-08-04 11:22:01.020,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"-38,3133",108,288,NULL,NULL,"0,12843","0,170471","0,015381","0,022327","0,114746",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,2025-08-04 11:24:27.807,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,21,NULL,NULL,NULL,NULL,500,"377,197",100,6,"-35,9367",108,288,0,NULL,"0,253015","0,175342","0,017578","0,028949","-0,197266","25,7481","33,5098","27,1331","22,4","25,5","0,055","0,041","0,005","0,015","-0,069",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,2025-08-04 11:26:07.867,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,500,"372,62",100,6,"-25,8819",108,288,0,NULL,"0,278394","0,171753","0,008789","0,017975","-0,138184","26,0927","33,8","27,3","22,4","25,8","0,063","0,041","0,002","0,009","-0,091",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,2025-08-04 11:30:28.233,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,500,"374,451",100,6,"-15,9435",108,288,0,NULL,"0,269165","0,175342","0,020947","0,030652","-0,162109","26,1981","34,3","27,4","22,5","25,9004","0,068","0,042","0,004","0,016","-0,053",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,2025-08-04 11:32:08.207,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,500,"374,451",100,6,"-5,91829",108,288,0,NULL,"0,274805","0,175854","0,009961","0,030652","-0,119629","26,4","34,5","27,4031","22,4999","26,2","0,071","0,042","0,002","0,016","-0,078",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,2025-08-04 11:33:48.267,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,500,"374,451",100,6,4,108,"288,127",0,NULL,"0,126379","0,17124","0,329883","0,023651","-0,147949","26,6846","34,7","27,5207","22,5","26,4","0,03","0,041","0,082","0,013","-0,06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,2025-08-04 11:35:52.987,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,21,NULL,NULL,NULL,NULL,600,"452,271",100,6,"-35,9091",108,288,0,NULL,"0,259937","0,153552","-0,034277","0,01911","-0,1875","26,7017","35,1","27,7733","22,5","26,6965","0,06","0,048","-0,009","0,01","-0,049",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,2025-08-04 11:37:33.043,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,600,"450,439",100,6,"-25,9071",108,288,0,NULL,"0,275574","0,175854","-0,035742","0,030841","-0,161133","26,8485","35,4","27,7922","22,5","26,9","0,067","0,044","-0,007","0,016","-0,063",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,2025-08-04 11:39:13.057,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,600,"449,524",100,6,"-15,8975",108,288,0,NULL,"0,291724","0,169958","-0,038379","0,028571","-0,125977","27,0357","35,7","27,8","22,5","27,1","0,06","0,045","-0,008","0,014","-0,07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,2025-08-04 11:40:53.107,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,600,"448,608",100,6,"-5,95589",108,288,0,NULL,"0,29762","0,184314","-0,032227","0,031409","-0,160156","27,1872","35,9","27,8","22,5","27,3","0,075","0,049","-0,009","0,016","-0,093",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,2025-08-04 11:42:33.083,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,600,"445,862",100,6,4,108,"288,022",0,NULL,"0,16073","0,162012","0,353906","0,02384","-0,158203","27,3916","36,1","27,8","22,5","27,4","0,066","0,048","-0,01","0,013","-0,085",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,2025-08-04 11:44:37.927,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,21,NULL,NULL,NULL,NULL,700,"523,682",100,6,"-35,9923",108,288,0,NULL,"0,27301","0,20072","-0,03501","0,026678","-0,169922","27,3","36,3","28,1","22,547","27,6375","0,062","0,039","-0,011","0,014","-0,07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,2025-08-04 11:46:17.933,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,700,"527,344",100,6,"-25,8731",108,288,0,NULL,"0,293005","0,192517","-0,030615","0,029706","-0,185547","27,4","36,5","28,0996","22,5358","27,8","0,067","0,039","-0,009","0,016","-0,065",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,2025-08-04 11:47:57.940,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,700,"523,682",100,6,"-15,9559",108,288,0,NULL,"0,288135","0,196362","-0,040576","0,026678","-0,165039","27,5975","36,6698","28,1","22,5978","28,0001","0,067","0,045","-0,008","0,013","-0,068",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,2025-08-04 11:49:38.030,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,700,"527,344",100,6,"-5,92949",108,288,0,NULL,"0,279419","0,180981","-0,042334","0,025165","-0,142578","27,6362","36,8","28,1","22,6","28,1528","0,07","0,039","-0,008","0,014","-0,073",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,2025-08-04 11:51:17.980,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,700,"528,259",100,6,4,108,"288,116",0,NULL,"0,113306","0,182776","0,317432","0,028949","-0,157227","27,8","36,9556","28,1","22,6","28,3","0,026","0,037","0,074","0,015","-0,064",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,2025-08-04 11:53:22.780,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,21,NULL,NULL,NULL,NULL,800,"602,417",100,6,"-35,9527",108,288,0,NULL,"0,266858","0,155859","-0,036475","0,027814","-0,16748","27,8","37,1","28,3","22,6","28,5877","0,064","0,041","-0,01","0,015","-0,093",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,2025-08-04 11:55:02.763,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,800,"601,501",100,6,"-25,9943",108,288,0,NULL,"0,288647","0,145093","-0,031201","0,020813","-0,20166","27,8069","37,3","28,3","22,6","28,7","0,068","0,043","-0,009","0,011","-0,077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,2025-08-04 11:56:42.737,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,800,"596,924",100,6,"-15,9779",108,288,0,NULL,"0,282495","0,212256","-0,041455","0,033679","-0,168457","27,9306","37,4","28,3","22,5991","28,8865","0,068","0,039","-0,012","0,018","-0,085",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,2025-08-04 11:58:22.817,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,800,"599,67",100,6,"-5,95389",108,288,0,NULL,"0,288391","0,145862","-0,041309","0,023083","-0,193359","28,0348","37,5","28,3","22,6",29,"0,061","0,039","-0,011","0,012","-0,061",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,2025-08-04 12:00:02.783,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,800,"601,501",100,6,4,108,"288,072",0,NULL,"0,130225","0,148682","0,35127","0,026111","-0,152832","28,2226","37,6","28,3082","22,6055","29,1382","0,033","0,041","0,085","0,014","-0,077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,2025-08-04 12:02:07.637,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,21,NULL,NULL,NULL,NULL,900,"679,321",100,6,"-35,9911",108,288,0,NULL,"0,276343","0,173035","-0,033984","0,028949","-0,209473","28,1001","37,7012","28,5","22,6157","29,4","0,063","0,05","-0,006","0,015","-0,106",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,2025-08-04 12:03:47.683,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,900,"672,913",100,6,"-25,9827",108,288,0,NULL,"0,286084","0,177905","-0,036621","0,021002","-0,14209","28,2037","37,8","28,4","22,6","29,5959","0,059","0,036","-0,01","0,011","-0,109",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,2025-08-04 12:05:27.617,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,900,"672,913",100,6,"-15,8971",108,288,0,NULL,"0,288904","0,144836","-0,039697","0,030652","-0,15332","28,3","37,9","28,4116","22,7","29,7001","0,07","0,053","-0,006","0,015","-0,091",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,2025-08-04 12:07:07.633,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,900,"678,406",100,6,"-5,92709",108,288,0,NULL,"0,281982","0,184827","-0,027393","0,033112","-0,155762","28,4","37,9999","28,4","22,7","29,8379","0,067","0,035","-0,007","0,017","-0,077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,2025-08-04 13:13:09.110,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_FREI_SPF,5,NULL,NULL,NULL,NULL,0,0,100,4,"100,1","183,723",288,0,NULL,"0,162268","-0,15304","-0,027979","0,038599","0,010254","26,4963","26,4","28,6","22,8",26,"0,038","0,074","0,063","0,001","0,005",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,2025-08-06 07:15:13.720,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,500,"374,451",100,100,"-35,1769",108,288,0,NULL,"0,20636","0,095105","-0,050537","0,055627","-0,145996",23,"23,0608",25,21,"23,6","0,043","0,022","-0,013","0,03","-0,072",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,2025-08-06 07:15:19.737,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,500,"371,704",100,100,"-23,6769",108,288,0,NULL,"0,22251","0,093567","-0,040576","0,056763","-0,16748","23,1","23,1","25,0738","21,0863","23,6","0,042","0,023","-0,011","0,031","-0,068",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,2025-08-06 07:15:25.750,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,500,"370,789",100,100,"-15,3569",108,288,0,NULL,"0,205591","0,096899","-0,048047","0,056384","-0,155273","23,1","23,1","25,0167","21,1","23,6","0,051","0,022","-0,01","0,029","-0,084",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,2025-08-06 07:15:31.757,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,500,"372,62",100,100,"-4,88353",108,288,0,NULL,"0,215076","0,097668","-0,052588","0,055438","-0,162109","23,1","23,1","25,1","21,1484","23,6","0,047","0,023","-0,01","0,03","-0,076",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,2025-08-06 07:15:37.770,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,31,NULL,NULL,NULL,NULL,500,"372,62",100,100,4,108,"288,936",0,NULL,"0,085107","0,097156","0,393604","0,054303","-0,166992","23,1","23,1","25,1","21,1969","23,601","0,02","0,023","0,099","0,029","-0,067",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,2025-08-06 07:15:46.687,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,600,"452,271",100,100,"-36,0632",108,288,0,NULL,"0,176367","0,099207","-0,045264","0,051654","-0,176758","23,1659","23,1011","25,1","21,1473","23,6922","0,05","0,023","-0,012","0,028","-0,059",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,2025-08-06 07:15:52.703,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,600,"447,693",100,100,"-25,0969",108,288,0,NULL,"0,210205","0,099463","-0,055664","0,049951","-0,171387","23,237","23,1992","25,1","21,2168","23,7","0,061","0,023","-0,014","0,027","-0,083",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,2025-08-06 07:15:58.710,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,600,"448,608",100,100,"-14,6235",108,288,0,NULL,"0,189441","0,103308","-0,054053","0,050519","-0,178223","23,3","23,2","25,1","21,3","23,7378","0,051","0,024","-0,012","0,027","-0,095",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,2025-08-06 07:16:04.710,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,600,"450,439",100,100,"-6,12353",108,288,0,NULL,"0,236609","0,097925","-0,055811","0,050519","-0,161621","23,3","23,2534","25,1","21,3001","23,7969","0,043","0,023","-0,015","0,026","-0,064",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,2025-08-06 07:16:10.810,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,31,NULL,NULL,NULL,NULL,600,"445,862",100,100,4,108,"288,976",0,NULL,"0,088696","0,100232","0,323291","0,049573","-0,151855","23,3","23,2262","25,18","21,3002","23,8","0,021","0,024","0,091","0,026","-0,07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,2025-08-06 07:16:19.717,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,700,"531,006",100,100,"-35,9102",108,288,0,NULL,"0,190466","0,096899","-0,044385","0,047113","-0,129883","23,4","23,3","25,1999","21,4","23,8","0,051","0,023","-0,01","0,024","-0,086",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,2025-08-06 07:16:25.727,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,700,"530,09",100,100,"-26,0635",108,288,0,NULL,"0,180212","0,097925","-0,049219","0,047681","-0,171387","23,4","23,3","25,2","21,4","23,8","0,047","0,023","-0,011","0,025","-0,089",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,2025-08-06 07:16:31.733,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,700,"526,428",100,100,"-15,2835",108,288,0,NULL,"0,202515","0,098437","-0,043213","0,047113","-0,164063","23,4","23,3","25,2234","21,4","23,8787","0,045","0,023","-0,012","0,025","-0,056",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,2025-08-06 07:16:37.743,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,700,"524,597",100,100,"-5,46353",108,288,0,NULL,"0,199182","0,097668","-0,047314","0,044843","-0,155762","23,4","23,3","25,2753","21,4","23,9","0,05","0,023","-0,012","0,023","-0,071",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,2025-08-06 07:16:43.753,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,31,NULL,NULL,NULL,NULL,700,"523,682",100,100,4,108,"288,676",0,NULL,"0,067932","0,099463","0,330176","0,045789","-0,181152","23,4","23,3028","25,2999","21,4816","23,9","0,049","0,023","-0,011","0,024","-0,075",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,2025-08-06 07:16:52.767,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,800,"596,924",100,100,"-35,6902",108,288,0,NULL,"0,178162","0,097925","-0,054053","0,045032","-0,194336","23,5","23,4","25,3","21,5","23,9","0,054","0,024","-0,014","0,024","-0,077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,2025-08-06 07:16:58.777,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,800,"600,586",100,100,"-25,8702",108,288,0,NULL,"0,208411","0,099976","-0,054639","0,049762","-0,192871","23,5","23,4","25,3","21,5",24,"0,047","0,024","-0,013","0,026","-0,104",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,2025-08-06 07:17:04.777,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,800,"598,755",100,100,"-14,8969",108,288,0,NULL,"0,222253","0,101514","-0,053027","0,048248","-0,178223","23,5655","23,4","25,3","21,5",24,"0,044","0,024","-0,015","0,026","-0,09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,2025-08-06 07:17:10.793,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,800,"599,67",100,100,"-4,9102",108,288,0,NULL,"0,229944","0,099976","-0,049365","0,049762","-0,178223","23,6","23,5","25,3","21,5874","24,0646","0,047","0,024","-0,015","0,026","-0,077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,2025-08-06 07:17:16.803,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,31,NULL,NULL,NULL,NULL,800,"597,839",100,100,"-32,1907",108,290,0,NULL,"-0,752124","0,101514","0,15","0,04787","-0,219727","23,6","23,5002","25,3","21,579","24,0269","0,05","0,024","-0,015","0,025","-0,085",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,2025-08-06 07:17:25.733,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,900,"677,49",100,100,"-34,2502",108,288,0,NULL,"0,224304","0,10177","-0,048633","0,05014","-0,14209","23,6787","23,6","25,3067","21,5939","24,1","0,054","0,024","-0,011","0,026","-0,084",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,2025-08-06 07:17:31.747,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,900,"673,828",100,100,"-25,0969",108,288,0,NULL,"0,216101","0,105872","-0,046289","0,046735","-0,151855","23,6378","23,6","25,3181","21,5002","24,1","0,044","0,025","-0,014","0,025","-0,059",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,2025-08-06 07:17:37.770,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,900,"674,744",100,100,"-14,9369",108,288,0,NULL,"0,203796","0,106641","-0,053027","0,045789","-0,180664","23,6725","23,6331","25,3966","21,6","24,1018","0,051","0,025","-0,012","0,023","-0,091",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,2025-08-06 07:17:43.783,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,900,"672,913",100,100,"-5,95686",108,288,0,NULL,"0,243274","0,104846","-0,050244","0,044464","-0,192871","23,7","23,6265","25,4","21,5411","24,1083","0,047","0,025","-0,012","0,023","-0,052",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,2025-08-06 07:17:49.793,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,31,NULL,NULL,NULL,NULL,900,"675,659",100,100,4,108,"289,523",0,NULL,"0,079724","0,103821","0,393164","0,046545","-0,178711","23,7361","23,7001","25,4","21,6","24,2","0,019","0,025","0,086","0,024","-0,079",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,2025-08-06 07:17:58.713,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,23,NULL,NULL,NULL,NULL,1000,"746,155",100,100,"-35,1569",108,288,0,NULL,"0,216614","0,105615","-0,048926","0,044464","-0,167969","23,8","23,8","25,4","21,6929","24,3","0,048","0,025","-0,013","0,023","-0,083",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,2025-08-06 07:18:04.823,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,25,NULL,NULL,NULL,NULL,1000,"746,155",100,100,"-24,6702",108,288,0,NULL,"0,20072","0,103052","-0,047021","0,041815","-0,169922","23,8","23,8","25,4","21,6027","24,3","0,045","0,024","-0,014","0,022","-0,12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,2025-08-06 07:18:10.817,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,27,NULL,NULL,NULL,NULL,1000,"748,901",100,100,"-13,8702",108,288,0,NULL,"0,239941","0,106128","-0,047607","0,045221","-0,165527","23,8","23,8247","25,4","21,6979","24,3981","0,06","0,025","-0,012","0,024","-0,102",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,2025-08-06 07:18:16.823,HELLER_PT5,IGH_ProfiTrainer_PT16,60006833,0000220621,SP3789," ","1,2,3,4,5",_N_TEST_1_MPF,29,NULL,NULL,NULL,NULL,1000,"753,479",100,100,"-4,0702",108,288,0,NULL,"0,194055","0,105872","-0,05127","0,044653","-0,161133","23,8","23,9","25,4","21,7","24,4","0,056","0,025","-0,012","0,024","-0,094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
